city,propertyUrl,zestimate,price,zipcode,beds,priceHistory,state,street,baths,sqfts,ownerPhone
Dundee,http://www.zillow.com/homedetails/5151-Elm-Rd-Dundee-NY-14837/53800742_zpid/,"$238,210","$349,900",14837,4 beds,,NY,5151 Elm Rd,2 baths,"1,200 sqft",(607) 426-3176 
Staten Island,http://www.zillow.com/homedetails/945-Forest-Hill-Rd-Staten-Island-NY-10314/32307863_zpid/,"$660,058","$889,000",10314,4 beds,,NY,945 Forest Hill Rd,3 baths,"2,500 sqft",(917) 731-8441 
Round Lake,http://www.zillow.com/homedetails/44-Burlington-Ave-Round-Lake-NY-12151/32437312_zpid/,"$169,800","$162,000",12151,3 beds,,NY,44 Burlington Ave,2 baths,"1,402 sqft",(518) 764-8001 
New York,http://www.zillow.com/homedetails/80-Park-Ave-APT-11N-New-York-NY-10016/31505478_zpid/,"$1,201,450","$1,395,000",10016,1 bed,,NY,80 Park Ave APT 11N,1 bath,909 sqft,
New York,http://www.zillow.com/homedetails/409-Edgecombe-Ave-APT-6I-New-York-NY-10032/82382003_zpid/,"$549,001","$359,000",10032,1 bed,,NY,409 Edgecombe Ave APT 6I,1 bath,900 sqft,
Albany,http://www.zillow.com/homedetails/13-Little-Ln-Albany-NY-12202/29658882_zpid/,"$75,906","$89,500",12202,3 beds,,NY,13 Little Ln,1 bath,"1,008 sqft",(518) 428-0712 
Rochester,http://www.zillow.com/homedetails/159-Salisbury-St-Rochester-NY-14609/30871868_zpid/,"$75,364","$79,900",14609,3 beds,,NY,159 Salisbury St,1 bath,"1,504 sqft",(585) 797-9396 
Staten Island,http://www.zillow.com/homedetails/95-Essex-Dr-APT-3H-Staten-Island-NY-10314/32316764_zpid/,"$251,598","$349,000",10314,2 beds,,NY,95 Essex Dr APT 3H,2 baths,"1,026 sqft",(718) 285-4497 
Brooklyn,http://www.zillow.com/homedetails/New-York-Avenue-4-Brooklyn-NY-11210/2100678075_zpid/,"$702,160","$624,995",11210,-- beds,,NY,New York Avenue #4,-- baths,-- sqft,(646) 783-8846 
Putnam Valley,http://www.zillow.com/homedetails/71-Starview-Ave-Putnam-Valley-NY-10579/31925360_zpid/,"$247,733","$248,500",10579,2 beds,,NY,71 Starview Ave,2 baths,"1,170 sqft",(917) 224-2144 
Far Rockaway,http://www.zillow.com/homedetails/2446-Beach-Channel-Dr-Far-Rockaway-NY-11691/62945164_zpid/,"$430,947","$499,000",11691,6 beds,,NY,2446 Beach Channel Dr,4 baths,"2,750 sqft",(212) 777-5200 
Fairport,http://www.zillow.com/homedetails/21-Kirkby-Trl-Fairport-NY-14450/31022748_zpid/,"$322,742","$325,000",14450,4 beds,,NY,21 Kirkby Trl,3 baths,"2,800 sqft",(585) 425-1849 
Brooklyn,http://www.zillow.com/homedetails/206-Huron-St-Brooklyn-NY-11222/2104292007_zpid/,"$2,869,813","$3,200,000",11222,12 beds,,NY,206 Huron St,6 baths,"4,000 sqft",(718) 662-8137 
Staten Island,http://www.zillow.com/homedetails/22-Elias-Pl-Staten-Island-NY-10314/32280897_zpid/,"$592,632","$779,000",10314,5 beds,,NY,22 Elias Pl,3 baths,"2,300 sqft",(718) 442-8600 
New York,http://www.zillow.com/homedetails/200-E-74th-St-APT-14F-New-York-NY-10021/2100664219_zpid/,"$1,795,441","$775,000",10021,1 bed,,NY,200 E 74th St APT 14F,1 bath,-- sqft,
Swan Lake,http://www.zillow.com/homedetails/905-Briscoe-Rd-Swan-Lake-NY-12783/32775108_zpid/,"$202,503","$250,000",12783,4 beds,,NY,905 Briscoe Rd,2 baths,"2,500 sqft",(845) 866-2032 
Plainview,http://www.zillow.com/homedetails/6-Radnor-Rd-Plainview-NY-11803/31132735_zpid/,"$655,194","$655,000",11803,5 beds,,NY,6 Radnor Rd,3 baths,"2,533 sqft",(516) 457-9888 
Jamaica,http://www.zillow.com/homedetails/13849-Springfield-Blvd-Jamaica-NY-11413/32202269_zpid/,"$480,951","$459,500",11413,4 beds,,NY,13849 Springfield Blvd,3 baths,"2,063 sqft",(917) 600-5496 
Brooklyn,http://www.zillow.com/homedetails/988-Brooklyn-Ave-Brooklyn-NY-11203/30659544_zpid/,"$672,355","$899,000",11203,9 beds,,NY,988 Brooklyn Ave,4 baths,"1,495 sqft",(347) 666-6631 
Smithtown,http://www.zillow.com/homedetails/28-Edgar-Dr-Smithtown-NY-11787/32688822_zpid/,"$434,038","$650,000",11787,4 beds,,NY,28 Edgar Dr,3 baths,-- sqft,(631) 445-5625 
Yonkers,http://www.zillow.com/homedetails/237-Rosedale-Rd-Yonkers-NY-10710/2120025358_zpid/,"$434,445","$385,000",10710,4 beds,,NY,237 Rosedale Rd,2 baths,"2,600 sqft",(646) 320-7472 
New York,http://www.zillow.com/homedetails/429-Greenwich-St-APT-5A-New-York-NY-10013/31494921_zpid/,"$3,139,497","$3,300,000",10013,3 beds,,NY,429 Greenwich St APT 5A,2 baths,"1,823 sqft",(551) 221-6184 
S Ozone Park,http://www.zillow.com/homedetails/12634-145th-Street-S-Ozone-Park-NY-11436/2100656285_zpid/,"$392,588","$595,000",11436,4 beds,,NY,12634 145th Street,3 baths,"1,780 sqft",
Great Valley,http://www.zillow.com/homedetails/4934-Snow-Brook-Rd-Great-Valley-NY-14741/29872544_zpid/,"$213,928","$229,900",14741,2 beds,,NY,4934 Snow Brook Rd,3 baths,"2,028 sqft",
Ithaca,http://www.zillow.com/homedetails/323-S-Titus-Ave-Ithaca-NY-14850/32813542_zpid/,"$177,820","$195,000",14850,3 beds,,NY,323 S Titus Ave,2 baths,"1,178 sqft",
Bronx,http://www.zillow.com/homedetails/1729-Undercliff-Ave-Bronx-NY-10453/29782617_zpid/,"$447,227","$685,000",10453,6 beds,,NY,1729 Undercliff Ave,3 baths,"2,300 sqft",(646) 670-3210 
Yonkers,http://www.zillow.com/homedetails/237-Rosedale-Rd-Yonkers-NY-10710/2100817610_zpid/,"$505,996","$385,000",10710,4 beds,,NY,237 Rosedale Rd.,2 baths,"2,600 sqft",(646) 320-7472 
Middletown,http://www.zillow.com/homedetails/4-Gail-Myra-Lane-Middletown-NY-10940/2100793840_zpid/,"$144,430","$38,900",10940,3 beds,,NY,4 Gail Myra Lane,2 baths,"1,387 sqft",(845) 355-6052 
Brooklyn,http://www.zillow.com/homedetails/1046-Brooklyn-Ave-Brooklyn-NY-11203/89072761_zpid/,,"$699,000",11203,5 beds,,NY,1046 Brooklyn Ave,4 baths,"3,000 sqft",(917) 690-6393 
Brooklyn,http://www.zillow.com/homedetails/646-Chauncey-St-2-Brooklyn-NY-11207/2100787541_zpid/,"$1,026,781","$999,000",11207,6 beds,,NY,646 Chauncey St # 2,3 baths,"2,250 sqft",(917) 209-6096 
Newburgh,http://www.zillow.com/homedetails/2-Sparrow-St-Newburgh-NY-12550/2100794215_zpid/,"$128,002","$15,000",12550,1 bed,,NY,2 Sparrow St,1 bath,560 sqft,(845) 561-1045 
Valley Stream,http://www.zillow.com/homedetails/530-Dubois-Ave-APT-2B-Valley-Stream-NY-11581/2100808228_zpid/,"$576,157","$155,000",11581,2 beds,,NY,530 Dubois Ave APT 2B,1 bath,-- sqft,
Valley Stream,http://www.zillow.com/homedetails/124-Judith-Ln-Valley-Stream-NY-11580/31238981_zpid/,"$397,882","$399,000",11580,3 beds,,NY,124 Judith Ln,1.5 baths,"1,577 sqft",(516) 314-2234 
Buffalo,http://www.zillow.com/homedetails/95-Windsor-Ave-Buffalo-NY-14209/30170001_zpid/,"$622,930","$699,000",14209,6 beds,,NY,95 Windsor Ave,4 baths,"4,105 sqft",(716) 239-6004 
Lake Grove,http://www.zillow.com/homedetails/26-Beech-St-Lake-Grove-NY-11755/59449619_zpid/,"$331,378","$347,000",11755,3 beds,,NY,26 Beech St,2 baths,"1,450 sqft",
White Plains,http://www.zillow.com/homedetails/33-Park-Ave-White-Plains-NY-10603/32975705_zpid/,"$874,759","$520,000",10603,2 beds,,NY,33 Park Ave,2 baths,"1,889 sqft",(914) 589-7799 
Brooklyn,http://www.zillow.com/homedetails/266-Lincoln-Ave-Brooklyn-NY-11208/2100798514_zpid/,"$566,219","$659,000",11208,5 beds,,NY,266- Lincoln Ave,4 baths,"1,926 sqft",
Bedford Hills,http://www.zillow.com/homedetails/82-Crescent-Terrace-Bedford-Hills-NY-10507/2100792018_zpid/,"$501,336","$589,000",10507,2 beds,,NY,82 Crescent Terrace,2 baths,"1,832 sqft",(914) 414-6188 
New York,http://www.zillow.com/homedetails/105-E-15th-St-APT-72-New-York-NY-10003/2102095799_zpid/,"$2,101,870","$1,000,000",10003,1 bed,,NY,105 E 15th St APT 72,1 bath,500 sqft,
West Seneca,http://www.zillow.com/homedetails/87-Pacecrest-Ct-West-Seneca-NY-14224/30413922_zpid/,"$131,909","$139,999",14224,3 beds,,NY,87 Pacecrest Ct,2 baths,"1,120 sqft",(716) 866-4122 
Queens,http://www.zillow.com/homedetails/241-41-86-Ave-Bellrose-Queens-NY-11426/2100772650_zpid/,"$710,267","$999,000",11426,6 beds,,NY,241-41 86 Ave Bellrose,5 baths,-- sqft,(516) 603-8938 
Jamaica,http://www.zillow.com/homedetails/(Undisclosed-Address)-Jamaica-NY-11432/2100977734_zpid/,"$846,535","$879,000",11432,6 beds,,NY,(Undisclosed Address),3 baths,"5,600 sqft",(718) 206-2958 
Spencerport,http://www.zillow.com/homedetails/4810-Lyell-Rd-Spencerport-NY-14559/30992277_zpid/,"$124,083","$135,900",14559,3 beds,,NY,4810 Lyell Rd,2 baths,"1,364 sqft",(585) 451-5987 
Bronx,http://www.zillow.com/homedetails/1071-Intervale-Ave-Bronx-NY-10459/83178753_zpid/,"$528,881","$495,000",10459,7 beds,,NY,1071 Intervale Ave,3 baths,"3,312 sqft",
Mastic Beach,http://www.zillow.com/homedetails/17-Ann-Rd-Mastic-Beach-NY-11951/59540486_zpid/,"$352,909","$260,000",11951,4 beds,,NY,17 Ann Rd,2 baths,"2,388 sqft",
Miller Place,http://www.zillow.com/homedetails/27-Ravine-Rd-Miller-Place-NY-11764/59453834_zpid/,"$626,279","$575,999",11764,4 beds,,NY,27 Ravine Rd,3 baths,"2,800 sqft",(631) 275-8148 
New York,http://www.zillow.com/homedetails/200-E-24th-St-APT-1003-New-York-NY-10010/72518167_zpid/,"$737,051","$539,000",10010,1 bed,,NY,200 E 24th St APT 1003,1 bath,600 sqft,(516) 768-2727 
Queens,http://www.zillow.com/homedetails/137-17-250-St-Queens-NY-11422/2100976021_zpid/,"$337,330","$459,000",11422,4 beds,,NY,137-17 250 St,3 baths,-- sqft,(646) 573-8893 
Brooklyn,http://www.zillow.com/homedetails/676-East-48TH-St-Brooklyn-NY-11203/2100977604_zpid/,"$551,611","$635,000",11203,6 beds,,NY,676 East 48TH St,4 baths,-- sqft,(917) 526-9060 
Potsdam,http://www.zillow.com/homedetails/305-Stockholm-Knapp-Station-Rd-Potsdam-NY-13676/32561597_zpid/,"$155,921","$210,000",13676,5 beds,,NY,305 Stockholm Knapp Station Rd,2 baths,"3,000 sqft",(315) 261-2222 
Long Beach,http://www.zillow.com/homedetails/(Undisclosed-Address)-Long-Beach-NY-11561/2140672875_zpid/,"$536,843","$219,000",11561,1 bed,,NY,(Undisclosed Address),1 bath,-- sqft,(516) 491-7177 
Bronx,http://www.zillow.com/homedetails/2184-Virgil-Pl-Bronx-NY-10473/2100944816_zpid/,"$534,531","$649,000",10473,7 beds,,NY,2184 Virgil Pl,3 baths,"3,026 sqft",
Brooklyn,http://www.zillow.com/homedetails/31-1st-Pl-APT-2-Brooklyn-NY-11231/82803453_zpid/,"$886,614","$930,000",11231,1 bed,,NY,31 1st Pl APT 2,1 bath,-- sqft,
Queens,http://www.zillow.com/homedetails/243-39-Mayda-Rd-Queens-NY-11422/2100959225_zpid/,"$481,399","$449,000",11422,4 beds,,NY,243-39 Mayda Rd,2.5 baths,-- sqft,(646) 573-8893 
Southampton,http://www.zillow.com/homedetails/35-Beechwood-Dr-Southampton-NY-11968/64548672_zpid/,"$766,933","$799,000",11968,3 beds,,NY,35 Beechwood Dr,2.5 baths,"1,944 sqft",
New York,http://www.zillow.com/homedetails/145-E-15th-St-APT-16A-New-York-NY-10003/72516823_zpid/,"$771,829","$749,000",10003,1 bed,,NY,145 E 15th St APT 16A,1 bath,650 sqft,
11429,http://www.zillow.com/homedetails/222-38-95-Ave-11429-NY-11429/2100975920_zpid/,"$465,470","$479,000",11429,3 beds,,NY,222-38 95 Ave,2.5 baths,-- sqft,(646) 573-8893 
Cheektowaga,http://www.zillow.com/homedetails/23-Hunting-Rd-Cheektowaga-NY-14215/30280732_zpid/,"$214,177","$189,000",14215,4 beds,,NY,23 Hunting Rd,4 baths,"2,793 sqft",
East Syracuse,http://www.zillow.com/homedetails/114-Revere-Ave-East-Syracuse-NY-13057/31722668_zpid/,"$105,115","$119,950",13057,3 beds,,NY,114 Revere Ave,2 baths,"1,450 sqft",(315) 278-8778 
Delhi,http://www.zillow.com/homedetails/63-Lee-Hollow-Rd-Delhi-NY-13753/30056488_zpid/,"$130,065","$192,000",13753,3 beds,,NY,63 Lee Hollow Rd,2.5 baths,"1,490 sqft",(607) 765-4843 
Williamson,http://www.zillow.com/homedetails/4043-Rasmussen-St-Williamson-NY-14589/32917171_zpid/,"$110,932","$154,900",14589,3 beds,,NY,4043 Rasmussen St,2.5 baths,"1,920 sqft",(585) 509-9500 
New York,http://www.zillow.com/homedetails/133-West-89th-Street-8B-New-York-NY-10024/2100918810_zpid/,,"$488,000",10024,1 bed,,NY,133 West 89th Street #8B,-- baths,-- sqft,(260) 638-8818 
Amherst,http://www.zillow.com/homedetails/197-Washington-Hwy-Amherst-NY-14226/30265138_zpid/,"$249,107","$375,000",14226,4 beds,,NY,197 Washington Hwy,3 baths,"2,667 sqft",(716) 239-6004 
Little Falls,http://www.zillow.com/homedetails/141-Church-St-Little-Falls-NY-13365/30515718_zpid/,"$58,116","$23,900",13365,3 beds,,NY,141 Church St,1 bath,"1,488 sqft",(914) 372-7516 
Brooklyn,http://www.zillow.com/homedetails/2151-E-33rd-St-Brooklyn-NY-11234/30786286_zpid/,"$510,490","$559,000",11234,2 beds,,NY,2151 E 33rd St,1 bath,"1,505 sqft",(917) 525-3009 
Cheektowaga,http://www.zillow.com/homedetails/60-Campbell-Rd-Cheektowaga-NY-14215/30283518_zpid/,"$97,053","$125,000",14215,4 beds,,NY,60 Campbell Rd,2.5 baths,"1,808 sqft",(716) 204-8025 
Floral Park,http://www.zillow.com/homedetails/92-25-244-St-Floral-Park-NY-11001/2100896009_zpid/,"$450,906","$419,000",11001,3 beds,,NY,92-25 244 St,2.5 baths,-- sqft,(646) 573-8893 
Pound Ridge,http://www.zillow.com/homedetails/18-Dann-Farm-Rd-Pound-Ridge-NY-10576/33083713_zpid/,"$1,746,678","$2,195,000",10576,5 beds,,NY,18 Dann Farm Rd,5 baths,"6,500 sqft",(914) 450-3880 
Bronxville,http://www.zillow.com/homedetails/3-Brooklands-Bronxville-NY-10708/2111150616_zpid/,"$295,614","$289,000",10708,2 beds,,NY,3 Brooklands,1 bath,"1,100 sqft",(914) 548-9310 
Seaford,http://www.zillow.com/homedetails/887-Seamans-Neck-Rd-Seaford-NY-11783/31356318_zpid/,"$380,940","$521,000",11783,4 beds,,NY,887 Seamans Neck Rd,3 baths,"1,780 sqft",(516) 647-5906 
Ithaca,http://www.zillow.com/homedetails/62-Woodcrest-Ave-Ithaca-NY-14850/32813917_zpid/,"$228,193","$285,000",14850,3 beds,,NY,62 Woodcrest Ave,2 baths,"1,196 sqft",(607) 342-0948 
Smithtown,http://www.zillow.com/homedetails/121-Juniper-Ave-Smithtown-NY-11787/32699538_zpid/,"$367,803","$449,000",11787,2 beds,,NY,121 Juniper Ave,2 baths,"1,200 sqft",(631) 793-9083 
East Hampton,http://www.zillow.com/homedetails/455-Route-114-East-Hampton-NY-11937/2100882697_zpid/,"$910,224","$610,000",11937,3 beds,,NY,455 Route 114,2 baths,"1,200 sqft",(631) 946-4101 
Bronx,http://www.zillow.com/homedetails/609-Vincent-Ave-Bronx-NY-10465/29846366_zpid/,"$409,220","$599,000",10465,3 beds,,NY,609 Vincent Ave,2 baths,"1,806 sqft",
New York,http://www.zillow.com/homedetails/320-E-57th-St-APT-11F-New-York-NY-10022/121234069_zpid/,"$662,630","$725,000",10022,1 bed,,NY,320 E 57th St APT 11F,1 bath,-- sqft,
Latham,http://www.zillow.com/homedetails/5-Colonie-Ave-Latham-NY-12110/29688080_zpid/,"$181,442","$319,000",12110,3 beds,,NY,5 Colonie Ave,2 baths,"1,970 sqft",(518) 877-7020 
New York,http://www.zillow.com/homedetails/145-E-15th-St-APT-1D-New-York-NY-10003/2122289700_zpid/,,"$580,000",10003,Studio,,NY,145 E 15th St APT 1D,1 bath,400 sqft,(917) 418-1209 
Brooklyn,http://www.zillow.com/homedetails/1028-Bedford-Ave-Brooklyn-NY-11205/30612626_zpid/,"$1,960,041","$2,000,000",11205,8 beds,,NY,1028 Bedford Ave,4 baths,"3,200 sqft",(917) 501-3278 
Buffalo,http://www.zillow.com/homedetails/696-Colvin-Blvd-Buffalo-NY-14217/30381901_zpid/,"$121,889","$209,999",14217,3 beds,,NY,696 Colvin Blvd,2 baths,"1,657 sqft",(716) 359-0451 
Brooklyn,http://www.zillow.com/homedetails/1144-E-13-St-2-Brooklyn-NY-11230/2100866233_zpid/,"$663,136","$899,000",11230,4 beds,,NY,1144 E 13 St #2,2 baths,-- sqft,(917) 209-6096 
Bronx,http://www.zillow.com/homedetails/83-D-Edgewater-Park-Bronx-NY-10465/2100856853_zpid/,,"$285,000",10465,3 beds,,NY,83-D Edgewater Park,1.5 baths,"1,300 sqft",(347) 231-0376 
Brooklyn,http://www.zillow.com/homedetails/2360-National-Dr-Brooklyn-NY-11234/30787295_zpid/,"$1,257,313","$1,285,000",11234,4 beds,,NY,2360 National Dr,2.5 baths,"2,592 sqft",(718) 710-7743 
Wilton,http://www.zillow.com/homedetails/41-Nicklaus-Dr-Wilton-NY-12831/32458742_zpid/,"$270,610","$299,000",12831,3 beds,,NY,41 Nicklaus Dr,2.5 baths,"1,864 sqft",(518) 226-0107 
New Rochelle,http://www.zillow.com/homedetails/121-Pinebrook-Blvd-New-Rochelle-NY-10804/32959473_zpid/,"$1,330,580","$1,199,999",10804,4 beds,,NY,121 Pinebrook Blvd,4 baths,"4,000 sqft",(914) 595-6663 
Brooklyn,http://www.zillow.com/homedetails/10015-Avenue-N-1-Brooklyn-NY-11236/2100852702_zpid/,"$401,875","$375,000",11236,3 beds,,NY,10015 Avenue N # 1,1 bath,-- sqft,(718) 360-9292 
Bronxville,http://www.zillow.com/homedetails/1000-Palmer-Road-BLDG-3-Bronxville-NY-10708/2100852662_zpid/,"$494,875","$289,000",10708,2 beds,,NY,1000 Palmer Road #BLDG. 3,1 bath,"1,100 sqft",(914) 548-9310 
Bronx,http://www.zillow.com/homedetails/2400-Johnson-Ave-APT-7B-Bronx-NY-10463/2100850209_zpid/,"$318,825","$200,000",10463,1 bed,,NY,2400 Johnson Ave APT 7B,1 bath,740 sqft,(201) 966-5228 
Woodmere,http://www.zillow.com/homedetails/568-Norman-Way-Woodmere-NY-11598/31258463_zpid/,"$675,305","$1,100,000",11598,6 beds,,NY,568 Norman Way,4 baths,"3,050 sqft",
Utica,http://www.zillow.com/homedetails/309-Lomond-Pl-Utica-NY-13502/31573976_zpid/,"$84,558","$100,000",13502,3 beds,,NY,309 Lomond Pl,1 bath,"1,080 sqft",
Williamsville,http://www.zillow.com/homedetails/43-Viscount-Dr-Williamsville-NY-14221/30249426_zpid/,"$374,410","$389,000",14221,5 beds,,NY,43 Viscount Dr,3 baths,"3,000 sqft",(716) 636-7580 
Far Rockaway,http://www.zillow.com/homedetails/1420-Mcbride-St-Far-Rockaway-NY-11691/32221304_zpid/,"$395,212","$360,000",11691,4 beds,,NY,1420 Mcbride St,4 baths,"2,000 sqft",(646) 206-4169 
Riverdale,http://www.zillow.com/homedetails/555-Kappock-St-Riverdale-NY-10463/2101321976_zpid/,,"$245,000",10463,2 beds,,NY,555 Kappock St.,1 bath,-- sqft,(347) 202-5899 
Bronx,http://www.zillow.com/homedetails/1142-E-215th-St-Bronx-NY-10469/29828647_zpid/,"$375,484","$379,000",10469,3 beds,,NY,1142 E 215th St,2.5 baths,"1,732 sqft",(845) 300-7743 
Brooklyn,http://www.zillow.com/homedetails/743-Vermont-Street-Brooklyn-Brooklyn-NY-11207/2101302847_zpid/,"$790,136","$389,000",11207,3 beds,,NY,743 Vermont Street Brooklyn,2.5 baths,-- sqft,(516) 603-8938 
Ashville,http://www.zillow.com/homedetails/2430-Vukote-Rd-Ashville-NY-14710/29899897_zpid/,"$117,304","$145,000",14710,2 beds,,NY,2430 Vukote Rd,1 bath,892 sqft,
Bronx,http://www.zillow.com/homedetails/1735-Wallace-Avenue-Bronx-NY-10462/2100855107_zpid/,,"$429,000",10462,3 beds,,NY,1735 Wallace Avenue,1 bath,-- sqft,(516) 423-6755 
Brooklyn,http://www.zillow.com/homedetails/169-Sunnyside-Ave-Brooklyn-NY-11207/30636543_zpid/,"$564,631","$569,000",11207,3 beds,,NY,169 Sunnyside Ave,3 baths,"1,962 sqft",
Copiague,http://www.zillow.com/homedetails/259-Waldo-St-Copiague-NY-11726/32639183_zpid/,"$241,259","$310,000",11726,3 beds,,NY,259 Waldo St,1 bath,-- sqft,
New York,http://www.zillow.com/homedetails/236-E-47th-St-APT-17D-New-York-NY-10017/31530053_zpid/,"$1,535,792","$625,000",10017,Studio,,NY,236 E 47th St APT 17D,1 bath,386 sqft,
Lourelton,http://www.zillow.com/homedetails/133-07-231-Street-Lourelton-NY-11413/2101282606_zpid/,"$415,729","$469,000",11413,3 beds,,NY,133-07 231 Street,2.5 baths,-- sqft,(917) 439-5858 
Bainbridge,http://www.zillow.com/homedetails/175-Searles-Hill-Rd-Bainbridge-NY-13733/29983657_zpid/,"$187,074","$348,000",13733,2 beds,,NY,175 Searles Hill Rd,1 bath,"2,352 sqft",(607) 967-2342 
Glenville,http://www.zillow.com/homedetails/504-Saratoga-Rd-Glenville-NY-12302/32483775_zpid/,"$147,160","$172,999",12302,4 beds,,NY,504 Saratoga Rd,1.5 baths,"1,430 sqft",(518) 378-0783 
Staten Island,http://www.zillow.com/homedetails/586-Bard-Ave-Staten-Island-NY-10310/32278237_zpid/,"$523,762","$599,000",10310,4 beds,,NY,586 Bard Ave,2.5 baths,"1,868 sqft",(917) 379-5714 
Melville,http://www.zillow.com/homedetails/23-Richbourne-Ln-Melville-NY-11747/59348528_zpid/,"$806,291","$985,000",11747,5 beds,,NY,23 Richbourne Ln,3.5 baths,-- sqft,(631) 491-6682 
East Rochester,http://www.zillow.com/homedetails/4-Forest-Rd-East-Rochester-NY-14445/31050671_zpid/,"$68,508","$74,900",14445,3 beds,,NY,4 Forest Rd,1.5 baths,"1,260 sqft",(585) 771-0447 
New York,http://www.zillow.com/homedetails/240-E-46th-St-APT-7H-New-York-NY-10017/2113748576_zpid/,"$753,910","$550,000",10017,Studio,,NY,240 E 46th St APT 7H,1 bath,425 sqft,
Holtsville,http://www.zillow.com/homedetails/98-Storm-Dr-Holtsville-NY-11742/2146349909_zpid/,"$207,198","$224,500",11742,2 beds,,NY,98 Storm Dr,1 bath,980 sqft,(727) 365-1135 
Middletown,http://www.zillow.com/homedetails/16-Hillside-Avenue-Middletown-NY-10940/2101232098_zpid/,"$101,339","$169,000",10940,2 beds,,NY,16 Hillside Avenue,2 baths,"1,200 sqft",(201) 344-3355 
Bronx,http://www.zillow.com/homedetails/827-E-224th-St-Bronx-NY-10466/2102021882_zpid/,"$447,289","$569,000",10466,7 beds,,NY,827 E 224th St,3 baths,"2,000 sqft",(347) 913-5997 
Great Neck,http://www.zillow.com/homedetails/2-Terrace-Cir-Great-Neck-NY-11021/2106889249_zpid/,"$396,241","$199,500",11021,1 bed,,NY,2 Terrace Cir,1 bath,650 sqft,
Bayside Hills,http://www.zillow.com/homedetails/5836-Bell-Blvd-Bayside-Hills-NY-11364/32085490_zpid/,"$810,888","$874,900",11364,3 beds,,NY,5836 Bell Blvd,1.5 baths,"1,600 sqft",(516) 387-4299 
Poughkeepsie,http://www.zillow.com/homedetails/18-Van-Siclen-Dr-Poughkeepsie-NY-12601/30125479_zpid/,"$201,164","$250,000",12601,3 beds,,NY,18 Van Siclen Dr,2 baths,"1,468 sqft",
Pleasantville,http://www.zillow.com/homedetails/190-Lake-Shore-Dr-Pleasantville-NY-10570/33055698_zpid/,"$624,349","$769,999",10570,3 beds,,NY,190 Lake Shore Dr,2.5 baths,"2,200 sqft",(914) 720-1348 
Glenmont,http://www.zillow.com/homedetails/155-Hague-Blvd-D-Glenmont-NY-12077/29674723_zpid/,"$227,889","$233,000",12077,3 beds,,NY,155 Hague Blvd # D,2.5 baths,"1,540 sqft",
Southampton,http://www.zillow.com/homedetails/16-Roses-Grove-Rd-Southampton-NY-11968/32724133_zpid/,"$630,338","$849,999",11968,3 beds,,NY,16 Roses Grove Rd,2 baths,"1,760 sqft",
Ossining,http://www.zillow.com/homedetails/45-Bridle-Path-Rd-Ossining-NY-10562/66521066_zpid/,"$319,278","$448,500",10562,2 beds,,NY,45 Bridle Path Rd,3 baths,"1,601 sqft",(914) 844-0679 
Jamaica,http://www.zillow.com/homedetails/17348-103rd-Rd-Jamaica-NY-11433/32140292_zpid/,"$326,892","$415,000",11433,3 beds,,NY,17348 103rd Rd,2 baths,864 sqft,(347) 236-7333 
Roslyn Heights,http://www.zillow.com/homedetails/42-Edwards-Street-2C-Roslyn-Heights-NY-11577/2101080207_zpid/,"$1,886,052","$199,000",11577,1 bed,,NY,42 Edwards Street #2C,1 bath,-- sqft,
Troy,http://www.zillow.com/homedetails/21-Langmore-Ln-Troy-NY-12180/32243785_zpid/,"$215,279","$274,900",12180,4 beds,,NY,21 Langmore Ln,2 baths,"2,100 sqft",(518) 378-8483 
New York,http://www.zillow.com/homedetails/141-Wooster-St-APT-8D-New-York-NY-10012/2133170475_zpid/,"$1,936,197","$1,875,000",10012,1 bed,,NY,141 Wooster St APT 8D,2 baths,"1,200 sqft",
Manlius,http://www.zillow.com/homedetails/4606-Emblem-Cir-Manlius-NY-13104/31754737_zpid/,"$120,925","$114,900",13104,2 beds,,NY,4606 Emblem Cir,2 baths,"1,075 sqft",
Liberty,http://www.zillow.com/homedetails/138-Champlin-Ave-Liberty-NY-12754/32772593_zpid/,"$87,252","$127,500",12754,3 beds,,NY,138 Champlin Ave,2 baths,"1,752 sqft",(845) 665-6795 
Patchogue,http://www.zillow.com/homedetails/19-Milton-Ct-Patchogue-NY-11772/59444939_zpid/,"$2,447,408","$119,000",11772,3 beds,,NY,19 Milton Ct,1 bath,"1,431 sqft",(347) 200-7505 
Brooklyn,http://www.zillow.com/homedetails/735-Hendrix-St-Brooklyn-NY-11207/30647055_zpid/,"$661,428","$650,000",11207,6 beds,,NY,735 Hendrix St,3 baths,"2,562 sqft",(347) 236-7333 
Woodside,http://www.zillow.com/homedetails/30-15-Hobart-Street-Woodside-NY-11377/2101048462_zpid/,"$309,992","$269,000",11377,1 bed,,NY,30-15 Hobart Street,1 bath,600 sqft,(718) 683-6499 
Laurelton,http://www.zillow.com/homedetails/7842-220th-Place-Laurelton-NY-11413/2101032736_zpid/,"$1,155,907","$550,000",11413,4 beds,,NY,7842 220th Place,3 baths,-- sqft,(516) 423-6755 
Ozone Park,http://www.zillow.com/homedetails/112-03-Rockaway-Blv-Ozone-Park-NY-11420/2101029675_zpid/,"$534,031","$639,000",11420,3 beds,,NY,112-03 Rockaway Blv,2.5 baths,"1,710 sqft",(917) 599-6454 
