city,propertyUrl,zestimate,price,zipcode,beds,priceHistory,state,street,baths,sqfts,ownerPhone
Ocala,http://www.zillow.com/homedetails/33-NE-45th-Ter-Ocala-FL-34470/45866002_zpid/,"$282,432","$299,900",34470,4 beds,,FL,33 NE 45th Ter,4 baths,"3,512 sqft",(352) 342-3650 
Crawfordville,http://www.zillow.com/homedetails/(Undisclosed-Address)-Crawfordville-FL-32327/2100507052_zpid/,,"$6,700",32327,,,FL,(Undisclosed Address),,,(877) 257-0231 
Punta Gorda,http://www.zillow.com/homedetails/24325-Harbor-View-Rd-25-C-Punta-Gorda-FL-33980/2100507486_zpid/,,"$39,900",33980,2 beds,,FL,24325 Harbor View Rd #25-C,2 baths,-- sqft,(715) 545-2590 
Cocoa,http://www.zillow.com/homedetails/5575-Graham-St-Cocoa-FL-32927/43390663_zpid/,"$126,926","$119,000",32927,3 beds,,FL,5575 Graham St,2 baths,"1,365 sqft",(321) 501-3209 
Keystone Heights,http://www.zillow.com/homedetails/6238-Oglethorpe-Ave-Keystone-Heights-FL-32656/103045931_zpid/,,"$10,000",32656,,,FL,6238 Oglethorpe Ave,,,(321) 280-8033 
New Port Richey,http://www.zillow.com/homedetails/2700-Casa-Dr-New-Port-Richey-FL-34655/2100497948_zpid/,,"$74,900",34655,3 beds,,FL,2700 Casa Dr.,2 baths,"1,456 sqft",(727) 376-2221 
Bradenton,http://www.zillow.com/homedetails/5030-46th-St-W-Bradenton-FL-34210/45764915_zpid/,"$293,996","$329,900",34210,3 beds,,FL,5030 46th St W,2 baths,"1,661 sqft",(941) 795-1692 
Middleburg,http://www.zillow.com/homedetails/1728-Peaceful-Ct-Middleburg-FL-32068/43671238_zpid/,"$50,967","$86,000",32068,3 beds,,FL,1728 Peaceful Ct,2 baths,920 sqft,(325) 212-4915 
Key West,http://www.zillow.com/homedetails/23-Tarpon-PIER-GARRISON-Key-West-FL-33040/2101634008_zpid/,"$1,027,881","$295,000",33040,3 beds,,FL,23 Tarpon PIER GARRISON,2 baths,"3,200 sqft",(305) 797-6605 
New Port Richey,http://www.zillow.com/homedetails/3907-Marine-Pkwy-New-Port-Richey-FL-34652/46371205_zpid/,"$492,171","$649,000",34652,-- beds,,FL,3907 Marine Pkwy,2 baths,"1,770 sqft",(727) 234-5495 
Middleburg,http://www.zillow.com/homedetails/1685-Mary-Beth-Dr-Middleburg-FL-32068/43697898_zpid/,"$122,232","$129,900",32068,4 beds,,FL,1685 Mary Beth Dr,2 baths,"1,682 sqft",(904) 757-3581 
Orlando,http://www.zillow.com/homedetails/4813-Wansley-Dr-Orlando-FL-32812/46090799_zpid/,"$208,255","$214,900",32812,3 beds,,FL,4813 Wansley Dr,2 baths,"1,968 sqft",(407) 497-9033 
Tampa,http://www.zillow.com/homedetails/1717-E-Yukon-St-Tampa-FL-33604/45078543_zpid/,"$49,126","$59,900",33604,2 beds,,FL,1717 E Yukon St,1 bath,"1,096 sqft",(813) 932-8863 
Port Orange,http://www.zillow.com/homedetails/3606-S-Peninsula-Dr-APT-212-Port-Orange-FL-32127/48049449_zpid/,"$147,325","$155,900",32127,2 beds,,FL,3606 S Peninsula Dr APT 212,2 baths,"1,229 sqft",(386) 852-9027 
Jacksonville,http://www.zillow.com/homedetails/9403-Cedar-Dell-Ct-Jacksonville-FL-32257/55116784_zpid/,"$301,678","$349,900",32257,4 beds,,FL,9403 Cedar Dell Ct,3 baths,"2,406 sqft",(904) 636-6009 
Englewood,http://www.zillow.com/homedetails/347-Ardenwood-Dr-Englewood-FL-34223/2114463534_zpid/,"$588,712","$640,000",34223,5 beds,,FL,347 Ardenwood Dr,5 baths,"4,142 sqft",(941) 475-9263 
Pompano Beach,http://www.zillow.com/homedetails/1060-SE-9th-Ave-Pompano-Beach-FL-33060/2133981328_zpid/,"$566,140","$589,000",33060,3 beds,,FL,1060 SE 9th Ave,2 baths,"1,874 sqft",(954) 444-0642 
Citrus Springs,http://www.zillow.com/homedetails/109-W-Diego-Pl-Citrus-Springs-FL-34434/98483091_zpid/,,"$7,900",34434,,,FL,109 W Diego Pl,,,(866) 941-9889 
Dunnellon,http://www.zillow.com/homedetails/10460-SW-155th-St-Dunnellon-FL-34432/45902319_zpid/,"$71,626","$69,000",34432,2 beds,,FL,10460 SW 155th St,2 baths,"1,308 sqft",
Live Oak,http://www.zillow.com/homedetails/10657-83rd-Pl-Live-Oak-FL-32060/47910665_zpid/,"$283,203","$285,000",32060,4 beds,,FL,10657 83rd Pl,4 baths,"2,880 sqft",
Orlando,http://www.zillow.com/homedetails/5208-Alavista-Dr-Orlando-FL-32837/54151304_zpid/,"$266,231","$295,000",32837,4 beds,,FL,5208 Alavista Dr,3 baths,"2,350 sqft",
Citrus Springs,http://www.zillow.com/homedetails/1906-W-Rolling-Pl-Citrus-Springs-FL-34434/98441269_zpid/,,"$8,750",34434,,,FL,1906 W Rolling Pl,,,(866) 941-9889 
Davenport,http://www.zillow.com/homedetails/154-Walpole-Loop-Davenport-FL-33897/47344922_zpid/,"$118,920","$159,000",33897,3 beds,,FL,154 Walpole Loop,2 baths,"1,140 sqft",(863) 424-8404 
Homosassa,http://www.zillow.com/homedetails/54-Corkwood-Blvd-Homosassa-FL-34446/98464135_zpid/,,"$14,900",34446,,,FL,54 Corkwood Blvd,,,(866) 941-9889 
Citrus Springs,http://www.zillow.com/homedetails/775-W-Deacon-Pl-Citrus-Springs-FL-34434/98422736_zpid/,,"$10,250",34434,,,FL,775 W Deacon Pl,,,(866) 941-9889 
Sebring,http://www.zillow.com/homedetails/616-Maravilla-Ave-Sebring-FL-33875/45135003_zpid/,"$185,570","$218,900",33875,3 beds,,FL,616 Maravilla Ave,2 baths,"2,856 sqft",(513) 335-0223 
Riverview,http://www.zillow.com/homedetails/12729-Balm-Riverview-Rd-Riverview-FL-33579/45003455_zpid/,"$112,617","$115,000",33579,3 beds,,FL,12729 Balm Riverview Rd,2 baths,"1,420 sqft",(864) 386-9390 
Jasper,http://www.zillow.com/homedetails/CR-158-3000-010-Jasper-FL-32052/2100498949_zpid/,,"$80,000",32052,,,FL,CR 158 # 3000-010,,,
Orlando,http://www.zillow.com/homedetails/819-Jade-Forest-Ave-Orlando-FL-32828/46203681_zpid/,"$260,950","$340,000",32828,4 beds,,FL,819 Jade Forest Ave,2.5 baths,"2,400 sqft",(518) 291-0707 
Seminole,http://www.zillow.com/homedetails/8191-129th-St-N-Seminole-FL-33776/47213337_zpid/,"$214,783","$264,900",33776,3 beds,,FL,8191 129th St N,2 baths,"1,390 sqft",(727) 768-5834 
Gulfport,http://www.zillow.com/homedetails/5940-Pelican-Bay-Plz-S-Gulfport-FL-33707/47251740_zpid/,"$356,619","$599,900",33707,3 beds,,FL,5940 Pelican Bay Plz S,2 baths,"1,912 sqft",(727) 394-4674 
Lady Lake,http://www.zillow.com/homedetails/904-Weeping-Willow-Ave-Lady-Lake-FL-32159/45301981_zpid/,"$80,423","$104,500",32159,2 beds,,FL,904 Weeping Willow Ave,1 bath,672 sqft,
Palm Harbor,http://www.zillow.com/homedetails/2563-Grand-Cypress-Blvd-Palm-Harbor-FL-34684/103498454_zpid/,,"$510,000",34684,4 beds,,FL,2563 Grand Cypress Blvd,3 baths,"2,770 sqft",(727) 415-3195 
Plantation,http://www.zillow.com/homedetails/8989-W-Sunrise-Blvd-Plantation-FL-33322/43035970_zpid/,"$209,740","$255,000",33322,3 beds,,FL,8989 W Sunrise Blvd,2 baths,"1,656 sqft",
Tequesta,http://www.zillow.com/homedetails/12-Saddleback-Rd-Tequesta-FL-33469/45662789_zpid/,"$342,944","$415,000",33469,3 beds,,FL,12 Saddleback Rd,3 baths,"1,892 sqft",(786) 547-9641 
Orlando,http://www.zillow.com/homedetails/5908-White-Egret-Ln-Orlando-FL-32810/46263771_zpid/,"$140,744","$125,000",32810,3 beds,,FL,5908 White Egret Ln,2 baths,"1,487 sqft",(407) 417-1784 
Melbourne,http://www.zillow.com/homedetails/256-South-Westwind-Court-Melbourne-FL-32934/2100501937_zpid/,,"$39,900",32934,2 beds,,FL,256 South Westwind Court,2 baths,"1,244 sqft",(321) 610-4828 
Citrus Springs,http://www.zillow.com/homedetails/9018-N-Cortlandt-Dr-Citrus-Springs-FL-34434/98498306_zpid/,,"$9,250",34434,,,FL,9018 N Cortlandt Dr,,,(866) 941-9889 
Melbourne,http://www.zillow.com/homedetails/3897-Hollisten-Cir-Melbourne-FL-32940/96793314_zpid/,"$407,697","$450,000",32940,5 beds,,FL,3897 Hollisten Cir,4 baths,"2,919 sqft",(321) 698-4849 
Citrus Springs,http://www.zillow.com/homedetails/8549-N-Sarazen-Dr-Citrus-Springs-FL-34434/98442366_zpid/,,"$5,000",34434,,,FL,8549 N Sarazen Dr,,,(630) 697-0680 
Callahan,http://www.zillow.com/homedetails/44195-Hunters-Green-Dr-Callahan-FL-32011/71055715_zpid/,"$243,252","$257,500",32011,4 beds,,FL,44195 Hunters Green Dr,3 baths,"2,896 sqft",(904) 487-3674 
Summerfield,http://www.zillow.com/homedetails/11-Tomoka-Pl-Summerfield-FL-34491/2116232755_zpid/,"$85,805","$249,000",34491,3 beds,,FL,11 Tomoka Pl,2 baths,"1,200 sqft",(352) 427-2226 
St Petersburg,http://www.zillow.com/homedetails/3935-18th-Ave-S-St-Petersburg-FL-33711/81400738_zpid/,"$81,016","$74,900",33711,5 beds,,FL,3935 18th Ave S,3 baths,"2,300 sqft",(727) 403-8685 
Bradenton,http://www.zillow.com/homedetails/4023-38th-St-W-Bradenton-FL-34205/45760152_zpid/,"$149,067","$165,000",34205,3 beds,,FL,4023 38th St W,2 baths,"1,331 sqft",(317) 402-1609 
Stuart,http://www.zillow.com/homedetails/7172-SE-Seagate-Ln-Stuart-FL-34997/45674065_zpid/,"$274,231","$329,000",34997,4 beds,,FL,7172 SE Seagate Ln,3 baths,"2,300 sqft",(772) 285-7611 
Oviedo,http://www.zillow.com/homedetails/284-Carrigan-Ave-Oviedo-FL-32765/2100498588_zpid/,,"$339,000",32765,3 beds,,FL,284 Carrigan Ave,2 baths,"2,800 sqft",(407) 232-0172 
Auburndale,http://www.zillow.com/homedetails/1502-Auburn-Oaks-Blvd-Auburndale-FL-33823/55136446_zpid/,"$239,893","$253,000",33823,3 beds,,FL,1502 Auburn Oaks Blvd,3 baths,"2,299 sqft",(863) 307-7656 
New Smyrna Beach,http://www.zillow.com/homedetails/34-Richmond-Dr-New-Smyrna-Beach-FL-32169/48077539_zpid/,"$900,380","$945,000",32169,3 beds,,FL,34 Richmond Dr,3 baths,"3,000 sqft",(386) 428-3498 
Port Charlotte,http://www.zillow.com/homedetails/13270-Irwin-Dr-Port-Charlotte-FL-33953/103164348_zpid/,,"$8,700",33953,,,FL,13270 Irwin Dr,,,(941) 777-5750 
Jacksonville,http://www.zillow.com/homedetails/8805-Atter-Ln-Jacksonville-FL-32216/44540499_zpid/,"$92,873","$125,000",32216,4 beds,,FL,8805 Atter Ln,2 baths,"1,600 sqft",(904) 672-5523 
Crystal River,http://www.zillow.com/homedetails/25-N-Country-Club-Dr-Crystal-River-FL-34429/43656756_zpid/,"$152,025","$198,000",34429,3 beds,,FL,25 N Country Club Dr,2 baths,"2,410 sqft",(352) 220-1388 
Pensacola,http://www.zillow.com/homedetails/904-W-Michigan-Ave-Pensacola-FL-32505/44659853_zpid/,"$65,427","$89,000",32505,-- beds,,FL,904 W Michigan Ave,1 bath,"1,008 sqft",(850) 206-7918 
Tampa,http://www.zillow.com/homedetails/3916-W-San-Obispo-St-Tampa-FL-33629/45052788_zpid/,"$244,534","$275,000",33629,3 beds,,FL,3916 W San Obispo St,1 bath,"1,141 sqft",(813) 847-2884 
Destin,http://www.zillow.com/homedetails/4203-Indian-Bayou-Trl-Destin-FL-32541/81819755_zpid/,"$170,416","$179,500",32541,2 beds,,FL,4203 Indian Bayou Trl,2 baths,970 sqft,(469) 212-3261 
Jacksonville,http://www.zillow.com/homedetails/3683-San-Viscaya-Dr-Jacksonville-FL-32217/44559064_zpid/,"$290,850","$359,900",32217,5 beds,,FL,3683 San Viscaya Dr,3.5 baths,"2,660 sqft",(904) 677-4709 
Ponte Vedra Beach,http://www.zillow.com/homedetails/5-Arbor-Club-Dr-UNIT-216-Ponte-Vedra-Beach-FL-32082/66792216_zpid/,"$108,303","$119,900",32082,1 bed,,FL,5 Arbor Club Dr UNIT 216,1 bath,944 sqft,(904) 305-7260 
Port Charlotte,http://www.zillow.com/homedetails/1038-Pridgen-St-Port-Charlotte-FL-33953/103099680_zpid/,,"$8,700",33953,,,FL,1038 Pridgen St,,,(941) 777-5750 
Sebring,http://www.zillow.com/homedetails/3224-Desoto-Rd-Sebring-FL-33870/45204321_zpid/,"$28,562","$26,000",33870,2 beds,,FL,3224 Desoto Rd,1 bath,672 sqft,(863) 381-5867 
Jacksonville,http://www.zillow.com/homedetails/12589-Knotah-Rd-Jacksonville-FL-32258/89851090_zpid/,"$238,193","$262,000",32258,4 beds,,FL,12589 Knotah Rd,2 baths,"2,000 sqft",
Bradenton,http://www.zillow.com/homedetails/6310-Stone-River-Rd-Bradenton-FL-34203/45722824_zpid/,"$184,673","$219,000",34203,3 beds,,FL,6310 Stone River Rd,2 baths,"1,656 sqft",
Saint Petersburg,http://www.zillow.com/homedetails/6749-Dartmouth-Ave-N-Saint-Petersburg-FL-33710/47125403_zpid/,"$174,502","$209,900",33710,3 beds,,FL,6749 Dartmouth Ave N,2 baths,"1,316 sqft",(727) 656-5946 
Middleburg,http://www.zillow.com/homedetails/3665-Meadowgreen-Ln-Middleburg-FL-32068/70745840_zpid/,"$265,328","$279,000",32068,6 beds,,FL,3665 Meadowgreen Ln,3 baths,"3,575 sqft",(904) 651-3813 
Jacksonville,http://www.zillow.com/homedetails/1224-Pippin-St-Jacksonville-FL-32206/44525653_zpid/,"$51,965","$87,000",32206,3 beds,,FL,1224 Pippin St,2 baths,"1,088 sqft",(904) 674-6704 
Stuart,http://www.zillow.com/homedetails/3491-SE-Martinique-Trce-APT-103-Stuart-FL-34997/45682628_zpid/,"$152,761","$185,000",34997,2 beds,,FL,3491 SE Martinique Trce APT 103,2 baths,"1,506 sqft",(772) 324-8126 
Eastpoint,http://www.zillow.com/homedetails/Lakes-On-The-Bluff-Dr-Eastpoint-FL-32328/2100495350_zpid/,,"$9,950",32328,,,FL,Lakes On The Bluff Dr,,,(727) 378-5235 
New Smyrna Beach,http://www.zillow.com/homedetails/335-Causeway-H-24-H-24-New-Smyrna-Beach-FL-32169/2129858950_zpid/,"$359,172","$169,000",32169,1 bed,,FL,335 Causeway H-24 # H-24,2 baths,850 sqft,(508) 944-1615 
Pensacola,http://www.zillow.com/homedetails/907-N-U-St-Pensacola-FL-32505/2100508240_zpid/,,"$20,000",32505,3 beds,,FL,907 N U St,1.5 baths,934 sqft,(850) 684-4414 
Lakeland,http://www.zillow.com/homedetails/1140-Odoniel-Loop-South-Lakeland-FL-33809/2100500447_zpid/,,"$244,900",33809,4 beds,,FL,1140 Odoniel Loop South,2 baths,"2,299 sqft",(863) 327-6721 
Jacksonville,http://www.zillow.com/homedetails/1215-Depaul-Dr-Jacksonville-FL-32218/44453944_zpid/,"$53,806","$67,000",32218,3 beds,,FL,1215 Depaul Dr,1 bath,864 sqft,(904) 403-3927 
Port Charlotte,http://www.zillow.com/homedetails/3018-Auburn-Blvd-Port-Charlotte-FL-33948/103086157_zpid/,,"$7,700",33948,,,FL,3018 Auburn Blvd,,,(941) 777-5750 
Jacksonville,http://www.zillow.com/homedetails/1669-Mcconihe-St-Jacksonville-FL-32209/44462776_zpid/,"$56,388","$24,900",32209,3 beds,,FL,1669 Mcconihe St,1.5 baths,"1,744 sqft",(904) 497-4902 
Port Charlotte,http://www.zillow.com/homedetails/1260-Quantico-St-Port-Charlotte-FL-33953/103137205_zpid/,,"$7,500",33953,,,FL,1260 Quantico St,,,(941) 777-5750 
Tampa,http://www.zillow.com/homedetails/3420-S-Gardenia-Ave-Tampa-FL-33629/2146359500_zpid/,"$357,232","$398,900",33629,3 beds,,FL,3420 S Gardenia Ave,3 baths,"1,719 sqft",(813) 803-0404 
Poinciana,http://www.zillow.com/homedetails/152-Columbia-Dr-Poinciana-FL-34759/84665946_zpid/,"$156,779","$185,000",34759,4 beds,,FL,152 Columbia Dr,3 baths,"2,806 sqft",
Palm Harbor,http://www.zillow.com/homedetails/3295-Fox-Chase-Cir-N-APT-205-Palm-Harbor-FL-34683/47231594_zpid/,"$45,145","$48,900",34683,1 bed,,FL,3295 Fox Chase Cir N APT 205,1 bath,620 sqft,(727) 674-3978 
Bradenton,http://www.zillow.com/homedetails/1004-Dartmouth-Dr-Bradenton-FL-34207/45777050_zpid/,"$167,454","$185,200",34207,4 beds,,FL,1004 Dartmouth Dr,2 baths,"1,820 sqft",(614) 554-2835 
Ocala,http://www.zillow.com/homedetails/942-NE-6th-St-Ocala-FL-34470/45867974_zpid/,"$48,062","$35,000",34470,2 beds,,FL,942 NE 6th St,1 bath,992 sqft,(352) 222-9712 
Edgewater,http://www.zillow.com/homedetails/177-Hazelwood-River-Rd-Edgewater-FL-32141/48095908_zpid/,"$373,340","$389,000",32141,3 beds,,FL,177 Hazelwood River Rd,4 baths,"2,344 sqft",(386) 295-3117 
Ocala,http://www.zillow.com/homedetails/3121-SW-98th-Street-Rd-Ocala-FL-34476/45891917_zpid/,"$84,706","$79,995",34476,2 beds,,FL,3121 SW 98th Street Rd,2 baths,"1,524 sqft",(352) 854-0516 
Clearwater,http://www.zillow.com/homedetails/1585-S-Haven-Dr-Clearwater-FL-33764/47119804_zpid/,"$153,744","$139,900",33764,3 beds,,FL,1585 S Haven Dr,2 baths,"1,269 sqft",(727) 301-5336 
Port Charlotte,http://www.zillow.com/homedetails/1268-Quantico-St-Port-Charlotte-FL-33953/103038998_zpid/,,"$7,500",33953,,,FL,1268 Quantico St,,,(941) 777-5750 
Tampa,http://www.zillow.com/homedetails/4879-W-Mcelroy-Ave-Tampa-FL-33611/2133375616_zpid/,"$242,113","$117,999",33611,2 beds,,FL,4879 W Mcelroy Ave,2 baths,"1,173 sqft",(813) 877-8079 
Boynton Beach,http://www.zillow.com/homedetails/81-Island-Dr-S-Boynton-Beach-FL-33435/46839786_zpid/,"$3,158,954","$2,890,000",33435,4 beds,,FL,81 Island Dr S,4.5 baths,"4,928 sqft",(954) 575-5525 
Destin,http://www.zillow.com/homedetails/3655-Scenic-Highway-98-UNIT-405A-Destin-FL-32541/45968294_zpid/,"$340,761","$290,000",32541,3 beds,,FL,3655 Scenic Highway 98 UNIT 405A,2 baths,"1,652 sqft",
Tallahassee,http://www.zillow.com/homedetails/3496-Daylily-Ln-Tallahassee-FL-32308/45575207_zpid/,"$113,949","$129,900",32308,3 beds,,FL,3496 Daylily Ln,2 baths,"1,344 sqft",(850) 284-3845 
Pensacola,http://www.zillow.com/homedetails/3-Commander-St-Pensacola-FL-32507/44675454_zpid/,"$56,059","$53,000",32507,4 beds,,FL,3 Commander St,2 baths,"1,372 sqft",(251) 543-6346 
Orange Park,http://www.zillow.com/homedetails/4221-Magnolia-Rd-Orange-Park-FL-32065/43689649_zpid/,"$717,468","$849,900",32065,5 beds,,FL,4221 Magnolia Rd,5 baths,"3,400 sqft",(904) 631-6658 
Lakeland,http://www.zillow.com/homedetails/372-Queen-Mary-Loop-Lakeland-FL-33805/2100497830_zpid/,,"$20,000",33805,2 beds,,FL,372 Queen Mary Loop,1 bath,-- sqft,(585) 737-4703 
Apopka,http://www.zillow.com/homedetails/10TH-St-Apopka-FL-32703/46086961_zpid/,,"$1,900",32703,,,FL,10TH St,,,(321) 280-8033 
Keystone Heights,http://www.zillow.com/homedetails/6256-Northwestern-Ave-Keystone-Heights-FL-32656/103131930_zpid/,,"$13,000",32656,,,FL,6256 Northwestern Ave,,,(321) 280-8033 
Tampa,http://www.zillow.com/homedetails/1019-W-Banister-Ave-Tampa-FL-33603/45041211_zpid/,"$141,267","$179,997",33603,3 beds,,FL,1019 W Banister Ave,2 baths,"1,254 sqft",(813) 720-5025 
Winter Haven,http://www.zillow.com/homedetails/639-Avenue-F-NW-APT-1-Winter-Haven-FL-33881/47371969_zpid/,"$38,836","$37,900",33881,2 beds,,FL,639 Avenue F NW APT 1,1 bath,807 sqft,(863) 224-2311 
Aventura,http://www.zillow.com/homedetails/2000-Island-Blvd-APT-303-Aventura-FL-33160/44059561_zpid/,"$440,673","$400,000",33160,2 beds,,FL,2000 Island Blvd APT 303,2 baths,"1,560 sqft",(786) 315-0911 
Bradenton,http://www.zillow.com/homedetails/7111-Chatum-Light-Run-Bradenton-FL-34212/89870177_zpid/,"$219,509","$239,000",34212,3 beds,,FL,7111 Chatum Light Run,2 baths,"1,875 sqft",(941) 201-5068 
Lady Lake,http://www.zillow.com/homedetails/705-Roseapple-Ave-Lady-Lake-FL-32159/45302490_zpid/,"$111,428","$138,500",32159,2 beds,,FL,705 Roseapple Ave,2 baths,"1,484 sqft",(352) 561-4437 
Stuart,http://www.zillow.com/homedetails/2950-SE-Ocean-Blvd-APT-13-5-Stuart-FL-34996/2143776376_zpid/,"$119,406","$75,000",34996,2 beds,,FL,2950 SE Ocean Blvd APT 13-5,2 baths,"1,134 sqft",(772) 905-8900 
Land O Lakes,http://www.zillow.com/homedetails/17443-Glenapp-Dr-Land-O-Lakes-FL-34638/66191025_zpid/,"$215,995","$348,550",34638,3 beds,,FL,17443 Glenapp Dr,3 baths,"2,652 sqft",
Apopka,http://www.zillow.com/homedetails/221-E-3rd-St-Apopka-FL-32703/46092179_zpid/,"$106,458","$7,200",32703,Studio,,FL,221 E 3rd St,-- baths,"2,075 sqft",(321) 280-8033 
Tampa,http://www.zillow.com/homedetails/2930-W-La-Salle-St-Tampa-FL-33607/45104484_zpid/,"$153,221","$179,900",33607,3 beds,,FL,2930 W La Salle St,2 baths,"1,600 sqft",(407) 718-9568 
Hialeah,http://www.zillow.com/homedetails/8330-NW-172nd-St-Hialeah-FL-33015/44080270_zpid/,"$278,563","$336,500",33015,3 beds,,FL,8330 NW 172nd St,2 baths,"1,400 sqft",(786) 246-7660 
Tampa,http://www.zillow.com/homedetails/450-Knights-Run-Ave-UNIT-415-Tampa-FL-33602/82980963_zpid/,"$489,528","$699,900",33602,2 beds,,FL,450 Knights Run Ave UNIT 415,3 baths,"1,626 sqft",
Jasper,http://www.zillow.com/homedetails/County-Road-158-3000-010-Jasper-FL-32052/2100499050_zpid/,,"$25,000",32052,,,FL,County Road 158 # 3000-010,,,
Vero Beach,http://www.zillow.com/homedetails/1930-1st-Pl-SW-Vero-Beach-FL-32962/45261129_zpid/,"$119,577","$95,000",32962,3 beds,,FL,1930 1st Pl SW,2 baths,"1,450 sqft",(772) 562-5753 
Holiday,http://www.zillow.com/homedetails/2045-Lullaby-Dr-Holiday-FL-34691/46443782_zpid/,"$35,565","$39,900",34691,2 beds,,FL,2045 Lullaby Dr,2 baths,912 sqft,(727) 938-4047 
Paisley,http://www.zillow.com/homedetails/County-Road-42-Paisley-FL-32767/2100503921_zpid/,,"$6,490",32767,,,FL,County Road 42,,,(321) 280-8033 
Jasper,http://www.zillow.com/homedetails/County-Road-158-Or-249-3000-010-Jasper-FL-32052/2100499046_zpid/,,"$58,000",32052,,,FL,County Road 158 Or 249 # 3000-010,,,
Milton,http://www.zillow.com/homedetails/7888-Parkwood-Dr-Milton-FL-32570/47872633_zpid/,"$71,538","$50,000",32570,3 beds,,FL,7888 Parkwood Dr,2 baths,"1,296 sqft",(850) 776-2683 
Panama City,http://www.zillow.com/homedetails/2824-Avon-Rd-Panama-City-FL-32405/42766360_zpid/,"$147,994","$165,000",32405,5 beds,,FL,2824 Avon Rd,3 baths,"1,995 sqft",(901) 834-8082 
Tuscaloosa,http://www.zillow.com/homedetails/341-Meadow-Ridge-Dr-Tuscaloosa-AL-35405/50868245_zpid/,"$188,802","$210,000",35405,4 beds,,AL,341 Meadow Ridge Dr,2 baths,"2,182 sqft",(205) 253-7062 
Florence,http://www.zillow.com/homedetails/54-County-Road-359-Florence-AL-35634/89833940_zpid/,"$242,254","$139,900",35634,4 beds,,AL,54 County Road 359,3 baths,"1,780 sqft",(256) 710-2767 
Mobile,http://www.zillow.com/homedetails/611-E-Barksdale-Dr-Mobile-AL-36606/51020717_zpid/,"$139,200","$145,000",36606,3 beds,,AL,611 E Barksdale Dr,2 baths,"1,601 sqft",(251) 295-3758 
Ormond Beach,http://www.zillow.com/homedetails/89-S-Atlantic-Ave-APT-304-Ormond-Beach-FL-32176/48002069_zpid/,"$229,266","$289,000",32176,2 beds,,FL,89 S Atlantic Ave APT 304,2 baths,-- sqft,(407) 383-6891 
East Palatka,http://www.zillow.com/homedetails/114-Orange-Tree-Rd-East-Palatka-FL-32131/47458972_zpid/,"$108,601","$199,500",32131,3 beds,,FL,114 Orange Tree Rd,2.5 baths,"1,511 sqft",(386) 312-9940 
Ocala,http://www.zillow.com/homedetails/ON-Top-Of-The-World-9842-Sw-95th-Loop-Ocala-FL-34481/2100486031_zpid/,,"$240,000",34481,3 beds,,FL,ON Top Of The World 9842 Sw 95th Loop,2 baths,"1,680 sqft",(352) 438-9027 
Tarpon Springs,http://www.zillow.com/homedetails/1079-S-Pointe-Alexis-Dr-Tarpon-Springs-FL-34689/81402755_zpid/,"$447,781","$489,000",34689,3 beds,,FL,1079 S Pointe Alexis Dr,3 baths,"2,917 sqft",(540) 841-3799 
Orlando,http://www.zillow.com/homedetails/2428-Lemontree-Ln-Orlando-FL-32839/2112682419_zpid/,"$48,763","$43,000",32839,2 beds,,FL,2428 Lemontree Ln,2 baths,976 sqft,(407) 734-5059 
Ponce Inlet,http://www.zillow.com/homedetails/108-Anchor-Dr-Ponce-Inlet-FL-32127/48056701_zpid/,"$543,881","$649,000",32127,3 beds,,FL,108 Anchor Dr,2 baths,"3,001 sqft",(407) 620-9904 
Cape Canaveral,http://www.zillow.com/homedetails/8515-N-Atlantic-Ave-LOT-32-Cape-Canaveral-FL-32920/2102080517_zpid/,"$171,403","$22,000",32920,3 beds,,FL,8515 N Atlantic Ave LOT 32,-- baths,"1,080 sqft",(321) 626-1278 
Tallahassee,http://www.zillow.com/homedetails/403-Shephard-St-Tallahassee-FL-32303/45607878_zpid/,"$106,322","$148,000",32303,3 beds,,FL,403 Shephard St,1 bath,"1,062 sqft",(850) 228-4227 
Jacksonville,http://www.zillow.com/homedetails/2255-Fallen-Tree-Dr-E-Jacksonville-FL-32246/44605349_zpid/,"$267,635","$269,000",32246,4 beds,,FL,2255 Fallen Tree Dr E,2 baths,"2,054 sqft",(904) 415-2801 
Jacksonville,http://www.zillow.com/homedetails/2163-Post-St-Jacksonville-FL-32204/2102288157_zpid/,,"$350,000",32204,4 beds,,FL,2163 Post St,4 baths,"2,700 sqft",(904) 472-3450 
Sebastian,http://www.zillow.com/homedetails/3917-Canal-Dr-Sebastian-FL-32976/43526520_zpid/,"$591,411","$599,900",32976,3 beds,,FL,3917 Canal Dr,3 baths,"3,250 sqft",(772) 473-1358 
Longwood,http://www.zillow.com/homedetails/282-Agnes-Ave-Longwood-FL-32750/47624852_zpid/,"$329,075","$424,900",32750,4 beds,,FL,282 Agnes Ave,4 baths,"3,008 sqft",(407) 902-6805 
Jacksonville,http://www.zillow.com/homedetails/6014-Lynnwood-Ave-Jacksonville-FL-32210/44494647_zpid/,"$47,779","$29,900",32210,2 beds,,FL,6014 Lynnwood Ave,1 bath,684 sqft,(904) 834-5060 
Jacksonville,http://www.zillow.com/homedetails/1925-San-Marie-Dr-S-Jacksonville-FL-32217/44557069_zpid/,"$171,801","$270,000",32217,3 beds,,FL,1925 San Marie Dr S,2 baths,"2,100 sqft",(904) 910-8794 
