city,propertyUrl,zestimate,price,zipcode,beds,priceHistory,state,street,baths,sqfts,ownerPhone
Grand Island,http://www.zillow.com/homedetails/36814-Meridian-Cir-Grand-Island-FL-32735/68078576_zpid/,"$216,290 ","$225,000 ",32735,3 beds,,FL,36814 Meridian Cir,2 baths,"2,026 sqft",(407) 906-9026 
Melbourne,http://www.zillow.com/homedetails/501-Poinciana-Dr-Melbourne-FL-32935/43472691_zpid/,"$82,362 ","$62,000 ",32935,2 beds,,FL,501 Poinciana Dr,1 bath,"1,068 sqft",(321) 254-0635 
Myakka City,http://www.zillow.com/homedetails/41122-18th-Ter-E-Myakka-City-FL-34251/99702443_zpid/,"$273,768 ","$170,000 ",34251,1 bed,,FL,41122 18th Ter E,1 bath,#NAME?,(715) 553-1944 
Jacksonville,http://www.zillow.com/homedetails/7823-Miruelo-Cir-E-Jacksonville-FL-32217/44558753_zpid/,"$141,307 ","$219,000 ",32217,3 beds,,FL,7823 Miruelo Cir E,2 baths,"1,782 sqft",(904) 962-7011 
Largo,http://www.zillow.com/homedetails/1071-Donegan-Rd-LOT-675-Largo-FL-33771/2100520298_zpid/,,"$31,500 ",33771,2 beds,,FL,1071 Donegan Rd LOT 675,2 baths,"1,008 sqft",(859) 582-9032 
Palm City,http://www.zillow.com/homedetails/2000-SW-San-Antonio-Dr-Palm-City-FL-34990/99762583_zpid/,,"$175,000 ",34990,,,FL,2000 SW San Antonio Dr,,,(561) 352-6026 
Winter Haven,http://www.zillow.com/homedetails/1383-Eagle-Crest-Blvd-Winter-Haven-FL-33881/98408336_zpid/,,"$4,975,000 ",33881,,,FL,1383 Eagle Crest Blvd,,,(888) 526-3932 
Leesburg,http://www.zillow.com/homedetails/Camellia-St-140-Leesburg-FL-34788/2100520388_zpid/,,"$11,900 ",34788,2 beds,,FL,Camellia St. #140,2 baths,"1,550 sqft",(989) 339-6077 
Sebring,http://www.zillow.com/homedetails/2725-Bolin-Lane-Sebring-FL-33870/2100520157_zpid/,,"$29,500 ",33870,2 beds,,FL,2725 Bolin Lane,2 baths,"1,500 sqft",(269) 339-2938 
Seminole,http://www.zillow.com/homedetails/10801-Temple-Ter-Seminole-FL-33772/47194156_zpid/,"$158,977 ","$158,000 ",33772,3 beds,,FL,10801 Temple Ter,2 baths,"1,340 sqft",(727) 251-3294 
Sarasota,http://www.zillow.com/homedetails/3944-Shady-Glen-Ln-Sarasota-FL-34241/2144502032_zpid/,"$244,243 ","$239,900 ",34241,3 beds,,FL,3944 Shady Glen Ln,2 baths,"1,645 sqft",(941) 504-1794 
Miramar Beach,http://www.zillow.com/homedetails/122-Seascape-Dr-UNIT-1603-Miramar-Beach-FL-32550/80803283_zpid/,"$318,383 ","$345,000 ",32550,2 beds,,FL,122 Seascape Dr UNIT 1603,2 baths,"1,175 sqft",(504) 782-8211 
Jacksonville,http://www.zillow.com/homedetails/1949-Derringer-Rd-Jacksonville-FL-32225/96768430_zpid/,"$301,873 ","$384,900 ",32225,4 beds,,FL,1949 Derringer Rd,3 baths,"3,320 sqft",
Ormond Beach,http://www.zillow.com/homedetails/1926-Ocean-Shore-Blvd-Ormond-Beach-FL-32176/58319095_zpid/,"$143,824 ","$154,900 ",32176,2 beds,,FL,1926 Ocean Shore Blvd,2 baths,"1,196 sqft",
Pasadena,http://www.zillow.com/homedetails/Pasadena-Ave-422-Pasadena-FL-33707/2100517370_zpid/,,"$28,900 ",33707,2 beds,,FL,Pasadena Ave #422,2 baths,#NAME?,(727) 563-4621 
Rockledge,http://www.zillow.com/homedetails/3781-Brantley-Cir-Rockledge-FL-32955/104120680_zpid/,"$252,179 ","$249,900 ",32955,4 beds,,FL,3781 Brantley Cir,2 baths,"2,144 sqft",(321) 305-4110 
Palm City,http://www.zillow.com/homedetails/10674-SW-Corey-Pl-Palm-City-FL-34990/82069734_zpid/,"$705,784 ","$739,000 ",34990,5 beds,,FL,10674 SW Corey Pl,5 baths,"4,909 sqft",(561) 352-6026 
Callahan,http://www.zillow.com/homedetails/44293-Hunters-Green-Dr-Callahan-FL-32011/81821127_zpid/,"$215,969 ","$245,000 ",32011,3 beds,,FL,44293 Hunters Green Dr,2 baths,"2,310 sqft",(904) 813-6200 
Melbourne,http://www.zillow.com/homedetails/2343-Misty-Way-Ln-Melbourne-FL-32935/43461947_zpid/,"$150,505 ","$169,000 ",32935,4 beds,,FL,2343 Misty Way Ln,2 baths,"1,441 sqft",(321) 693-4521 
Weirsdale,http://www.zillow.com/homedetails/17140-SE-130th-Ave-Weirsdale-FL-32195/45912227_zpid/,"$71,972 ","$72,500 ",32195,3 beds,,FL,17140 SE 130th Ave,2 baths,"1,620 sqft",(352) 361-2961 
Port Richey,http://www.zillow.com/homedetails/7309-Seashore-Dr-Port-Richey-FL-34668/46361867_zpid/,"$55,322 ","$49,900 ",34668,3 beds,,FL,7309 Seashore Dr,1 bath,"1,236 sqft",(256) 541-6898 
Cocoa,http://www.zillow.com/homedetails/4890-Lake-Ontario-Dr-Cocoa-FL-32926/2123602899_zpid/,"$83,252 ","$45,000 ",32926,3 beds,,FL,4890 Lake Ontario Dr,2 baths,"1,250 sqft",(407) 569-2102 
High Springs,http://www.zillow.com/homedetails/25710-NW-171st-Ln-High-Springs-FL-32643/82040207_zpid/,"$195,337 ","$215,000 ",32643,3 beds,,FL,25710 NW 171st Ln,2 baths,"1,996 sqft",(904) 563-6116 
Gainesville,http://www.zillow.com/homedetails/4000-SW-47th-St-LOT-H21-Gainesville-FL-32608/2100516599_zpid/,,"$13,000 ",32608,3 beds,,FL,4000 SW 47th St LOT H21,2 baths,960 sqft,(352) 378-4411 
Clermont,http://www.zillow.com/homedetails/2638-Meadow-Oaks-Loop-Clermont-FL-34714/45338786_zpid/,"$144,066 ","$165,000 ",34714,3 beds,,FL,2638 Meadow Oaks Loop,2 baths,"1,312 sqft",
Jacksonville,http://www.zillow.com/homedetails/11506-Vera-Dr-Jacksonville-FL-32218/44513098_zpid/,"$100,541 ","$124,900 ",32218,3 beds,,FL,11506 Vera Dr,2 baths,"1,288 sqft",
Riverview,http://www.zillow.com/homedetails/10760-Bloomingdale-Ave-Riverview-FL-33578/2115663670_zpid/,"$173,180 ","$299,000 ",33578,4 beds,,FL,10760 Bloomingdale Ave,2 baths,"2,001 sqft",(813) 324-1005 
New Port Richey,http://www.zillow.com/homedetails/4915-Madison-St-New-Port-Richey-FL-34652/46392317_zpid/,"$79,117 ","$77,000 ",34652,2 beds,,FL,4915 Madison St,2 baths,"1,350 sqft",(561) 523-4302 
Fleming Island,http://www.zillow.com/homedetails/6495-Fern-St-Fleming-Island-FL-32003/43701027_zpid/,"$183,194 ","$189,900 ",32003,3 beds,,FL,6495 Fern St,2 baths,"1,650 sqft",
Port Saint Lucie,http://www.zillow.com/homedetails/4025-SW-Hablow-St-Port-Saint-Lucie-FL-34953/47833181_zpid/,"$144,190 ","$129,500 ",34953,3 beds,,FL,4025 SW Hablow St,2 baths,"1,446 sqft",(772) 418-8006 
Lakeland,http://www.zillow.com/homedetails/8523-Plantation-Ridge-Blvd-Lakeland-FL-33809/47292367_zpid/,"$168,566 ","$169,000 ",33809,3 beds,,FL,8523 Plantation Ridge Blvd,2 baths,"1,793 sqft",(863) 853-8924 
Jacksonville,http://www.zillow.com/homedetails/4722-Royal-Ave-Jacksonville-FL-32205/44470287_zpid/,"$117,212 ","$119,900 ",32205,3 beds,,FL,4722 Royal Ave,#NAME?,"1,058 sqft",(904) 655-5351 
Okeechobee,http://www.zillow.com/homedetails/3124-Us-Highway-441-Se-B-1-Okeechobee-FL-34974/2100516294_zpid/,,"$85,000 ",34974,2 beds,,FL,3124 Us Highway 441 Se #B-1,2 baths,"1,200 sqft",(863) 634-3725 
Orlando,http://www.zillow.com/homedetails/6592-Raim-Ct-Orlando-FL-32818/46187215_zpid/,"$117,476 ","$165,000 ",32818,3 beds,,FL,6592 Raim Ct,2 baths,"1,563 sqft",(407) 408-8750 
Sebastian,http://www.zillow.com/homedetails/901-Frangi-Pani-Dr-Sebastian-FL-32976/43524679_zpid/,"$107,059 ","$87,700 ",32976,2 beds,,FL,901 Frangi Pani Dr,2 baths,"1,540 sqft",
Punta Gorda,http://www.zillow.com/homedetails/293-Hiram-St-Punta-Gorda-FL-33982/103088893_zpid/,,"$5,000 ",33982,,,FL,293 Hiram St,,,(310) 567-3370 
Titusville,http://www.zillow.com/homedetails/1625-Tee-Cir-Titusville-FL-32780/43378922_zpid/,"$114,350 ","$125,000 ",32780,5 beds,,FL,1625 Tee Cir,2 baths,"1,666 sqft",(407) 409-0031 
Okeechobee,http://www.zillow.com/homedetails/16118-NW-298TH-St-Okeechobee-FL-34972/104218881_zpid/,,"$2,999 ",34972,,,FL,16118 NW 298TH St,,,(310) 567-3370 
Largo,http://www.zillow.com/homedetails/6760-121st-Ave-APT-7-Largo-FL-33773/47010869_zpid/,"$87,986 ","$94,300 ",33773,2 beds,,FL,6760 121st Ave APT 7,2.5 baths,"1,089 sqft",(813) 352-8155 
Lutz,http://www.zillow.com/homedetails/19722-Wellington-Manor-Blvd-Lutz-FL-33549/82049231_zpid/,"$533,378 ","$650,000 ",33549,4 beds,,FL,19722 Wellington Manor Blvd,3 baths,"3,508 sqft",
Pensacola,http://www.zillow.com/homedetails/4343-Erress-Blvd-Pensacola-FL-32505/44664661_zpid/,"$61,805 ","$29,990 ",32505,4 beds,,FL,4343 Erress Blvd,3 baths,"1,380 sqft",
Umatilla,http://www.zillow.com/homedetails/77-Fairway-Cir-Umatilla-FL-32784/103321844_zpid/,,"$41,500 ",32784,,,FL,77 Fairway Cir,,,(407) 575-7413 
Destin,http://www.zillow.com/homedetails/5060-Beachwalk-Way-Destin-FL-32550/48132844_zpid/,"$286,436 ","$315,000 ",32550,2 beds,,FL,5060 Beachwalk Way,3 baths,"1,300 sqft",(850) 585-1637 
Cocoa,http://www.zillow.com/homedetails/6900-N-Cocoa-Blvd-APT-6303-Cocoa-FL-32927/43396614_zpid/,"$94,470 ","$120,000 ",32927,2 beds,,FL,6900 N Cocoa Blvd APT 6303,2 baths,"1,036 sqft",
Silver Springs,http://www.zillow.com/homedetails/5878-NE-164th-Ct-Silver-Springs-FL-34488/70421143_zpid/,"$32,896 ","$12,000 ",34488,3 beds,,FL,5878 NE 164th Ct,1 bath,890 sqft,(352) 222-9712 
Citra,http://www.zillow.com/homedetails/17434-NE-18TH-Ave-Citra-FL-32113/66736487_zpid/,"$64,248 ","$25,000 ",32113,3 beds,,FL,17434 NE 18TH Ave,2 baths,"1,296 sqft",(352) 222-9712 
Kissimmee,http://www.zillow.com/homedetails/452-Acacia-Tree-Way-Kissimmee-FL-34758/55792743_zpid/,"$168,228 ","$250,000 ",34758,4 beds,,FL,452 Acacia Tree Way,3 baths,"2,308 sqft",(407) 385-8539 
Osprey,http://www.zillow.com/homedetails/334-Passage-Way-Osprey-FL-34229/47535148_zpid/,"$590,324 ","$729,000 ",34229,3 beds,,FL,334 Passage Way,4 baths,"2,824 sqft",(609) 417-6755 
Newberry,http://www.zillow.com/homedetails/1813-SW-266TH-St-Newberry-FL-32669/42693620_zpid/,"$70,206 ","$6,900 ",32669,1 bed,,FL,1813 SW 266TH St,1 bath,"1,080 sqft",(914) 617-7695 
New Pt Richey,http://www.zillow.com/homedetails/7425-Ivory-Ter-New-Pt-Richey-FL-34655/2100513890_zpid/,,"$107,900 ",34655,3 beds,,FL,7425 Ivory Ter,2 baths,"1,134 sqft",(727) 641-5551 
Sebring,http://www.zillow.com/homedetails/4205-Capri-Street-Sun-n-lakes-Sebring-FL-33872/2100513205_zpid/,,"$79,000 ",33872,3 beds,,FL,4205 Capri Street Sun-n-lakes,2 baths,#NAME?,(863) 381-9556 
Tampa,http://www.zillow.com/homedetails/3708-W-Oklahoma-Ave-Tampa-FL-33611/45066494_zpid/,"$142,349 ","$179,000 ",33611,3 beds,,FL,3708 W Oklahoma Ave,1 bath,"1,144 sqft",
Vero Beach,http://www.zillow.com/homedetails/5616-Riverboat-Cir-SW-Vero-Beach-FL-32968/87643924_zpid/,"$248,053 ","$265,000 ",32968,4 beds,,FL,5616 Riverboat Cir SW,2 baths,"1,865 sqft",(772) 794-9191 
Brooksville,http://www.zillow.com/homedetails/608-North-Ave-W-Brooksville-FL-34601/44799940_zpid/,"$100,051 ","$90,000 ",34601,3 beds,,FL,608 North Ave W,2 baths,"1,712 sqft",(352) 942-5457 
Jacksonville,http://www.zillow.com/homedetails/14620-Basilham-Ln-Jacksonville-FL-32258/44611622_zpid/,"$211,710 ","$249,000 ",32258,3 beds,,FL,14620 Basilham Ln,2 baths,"1,689 sqft",(904) 553-3186 
Ormond Beach,http://www.zillow.com/homedetails/155-Capri-Dr-Ormond-Beach-FL-32176/104287456_zpid/,,"$289,000 ",32176,,,FL,155 Capri Dr,,,(386) 503-4874 
Dover,http://www.zillow.com/homedetails/12971-Countryview-Rd-Dover-FL-33527/66732523_zpid/,"$84,772 ","$80,000 ",33527,3 beds,,FL,12971 Countryview Rd,2 baths,"1,584 sqft",(813) 600-7842 
Palmetto,http://www.zillow.com/homedetails/2212-14th-St-W-Palmetto-FL-34221/82602348_zpid/,"$230,415 ","$329,000 ",34221,3 beds,,FL,2212 14th St W,2 baths,"2,323 sqft",(941) 705-2321 
Jacksonville,http://www.zillow.com/homedetails/1170-Lemonwood-Rd-Jacksonville-FL-32259/47737851_zpid/,"$201,320 ","$289,900 ",32259,3 beds,,FL,1170 Lemonwood Rd,2 baths,"1,889 sqft",(904) 553-8059 
Port Charlotte,http://www.zillow.com/homedetails/14128-Mcclellan-Ave-Port-Charlotte-FL-33953/103140232_zpid/,,"$12,900 ",33953,,,FL,14128 Mcclellan Ave,,,
Tallahassee,http://www.zillow.com/homedetails/431-Indian-Village-Trl-Tallahassee-FL-32304/45613086_zpid/,"$98,157 ","$99,900 ",32304,2 beds,,FL,431 Indian Village Trl,2 baths,"1,093 sqft",(954) 856-6674 
Port Charlotte,http://www.zillow.com/homedetails/14120-Mcclellan-Ave-Port-Charlotte-FL-33953/103109104_zpid/,,"$9,900 ",33953,,,FL,14120 Mcclellan Ave,,,
Palm Bay,http://www.zillow.com/homedetails/866-Wateroak-Dr-NE-Palm-Bay-FL-32905/43499007_zpid/,"$101,125 ","$129,000 ",32905,3 beds,,FL,866 Wateroak Dr NE,2 baths,"1,113 sqft",(517) 294-7191 
Anthony,http://www.zillow.com/homedetails/3756-NE-97th-Street-Rd-Anthony-FL-32617/121045957_zpid/,"$253,207 ","$475,000 ",32617,3 beds,,FL,3756 NE 97th Street Rd,2.5 baths,"2,200 sqft",(352) 817-6482 
Pinellas Park,http://www.zillow.com/homedetails/82406-New-Circle-Dr-Pinellas-Park-FL-33781/47196773_zpid/,"$52,279 ","$67,900 ",33781,2 beds,,FL,82406 New Circle Dr,2 baths,"1,000 sqft",(617) 750-1467 
Leesburg,http://www.zillow.com/homedetails/121-Burma-Island-Rd-Leesburg-FL-34788/2146520003_zpid/,"$251,730 ","$25,900 ",34788,2 beds,,FL,121 Burma Island Rd,2 baths,"1,000 sqft",(352) 357-7197 
Lakeland,http://www.zillow.com/homedetails/315-Riggins-St-Lakeland-FL-33801/47366226_zpid/,"$72,455 ","$79,500 ",33801,2 beds,,FL,315 Riggins St,1 bath,636 sqft,(863) 397-7998 
Orlando,http://www.zillow.com/homedetails/7503-Delphia-St-Orlando-FL-32807/46124388_zpid/,"$156,738 ","$165,000 ",32807,3 beds,,FL,7503 Delphia St,2 baths,"1,721 sqft",
Tallahassee,http://www.zillow.com/homedetails/1413-Shuffield-Dr-Tallahassee-FL-32308/45578296_zpid/,"$173,135 ","$174,900 ",32308,3 beds,,FL,1413 Shuffield Dr,2 baths,"1,606 sqft",(850) 728-2508 
North Port,http://www.zillow.com/homedetails/3265-Wenona-Dr-North-Port-FL-34288/66754318_zpid/,"$235,711 ","$267,000 ",34288,3 beds,,FL,3265 Wenona Dr,2 baths,"2,093 sqft",(941) 539-0271 
Jacksonville,http://www.zillow.com/homedetails/4335-Sunbeam-Lake-Dr-28-2-Jacksonville-FL-32257/71043726_zpid/,"$188,585 ","$202,000 ",32257,2 beds,,FL,4335 Sunbeam Lake Dr # 28-2,2 baths,"1,709 sqft",(407) 463-5883 
Sebastian,http://www.zillow.com/homedetails/311-Benchor-St-Sebastian-FL-32958/99689982_zpid/,"$189,834 ","$259,000 ",32958,3 beds,,FL,311 Benchor St,2 baths,"1,695 sqft",(603) 387-7540 
Lake Mary,http://www.zillow.com/homedetails/2294-Soaring-Eagle-Pl-Lake-Mary-FL-32746/99887231_zpid/,"$1,057,906 ","$1,185,000 ",32746,4 beds,,FL,2294 Soaring Eagle Pl,5 baths,"6,151 sqft",
New Smyrna Beach,http://www.zillow.com/homedetails/819-E-18th-Ave-New-Smyrna-Beach-FL-32169/48079248_zpid/,"$301,019 ","$325,000 ",32169,3 beds,,FL,819 E 18th Ave,3 baths,"1,867 sqft",(407) 221-6554 
New Smyrna Beach,http://www.zillow.com/homedetails/335-N-Causeway-H-25-New-Smyrna-Beach-FL-32169/48075845_zpid/,"$160,166 ","$200,000 ",32169,2 beds,,FL,335 N Causeway # H-25,2 baths,"1,030 sqft",(407) 221-6554 
Bradenton,http://www.zillow.com/homedetails/6706-Marina-Dr-Bradenton-FL-34207/45778931_zpid/,"$217,533 ","$249,900 ",34207,2 beds,,FL,6706 Marina Dr,2 baths,"1,482 sqft",(641) 583-1806 
Hudson,http://www.zillow.com/homedetails/9528-Eden-Ave-Hudson-FL-34667/46373945_zpid/,"$274,804 ","$310,000 ",34667,3 beds,,FL,9528 Eden Ave,2 baths,"2,654 sqft",(727) 863-2990 
Lakeland,http://www.zillow.com/homedetails/5445-Lily-Rd-Lakeland-FL-33811/47345683_zpid/,"$43,442 ","$20,000 ",33811,3 beds,,FL,5445 Lily Rd,1 bath,803 sqft,(786) 220-2824 
Clearwater,http://www.zillow.com/homedetails/709-Vine-Ave-Clearwater-FL-33755/47041795_zpid/,"$97,748 ","$142,000 ",33755,3 beds,,FL,709 Vine Ave,2 baths,"1,428 sqft",(416) 912-5123 
St Pete Beach,http://www.zillow.com/homedetails/6161-Gulf-Winds-Dr-APT-246-St-Pete-Beach-FL-33706/47004247_zpid/,"$128,033 ","$139,000 ",33706,1 bed,,FL,6161 Gulf Winds Dr APT 246,1 bath,720 sqft,(770) 335-4341 
Indialantic,http://www.zillow.com/homedetails/412-Key-Largo-Lane-Indialantic-FL-32903/2100519271_zpid/,,"$45,000 ",32903,2 beds,,FL,412 Key Largo Lane,2 baths,"1,200 sqft",(609) 402-5396 
Gainesville,http://www.zillow.com/homedetails/10911-NW-14th-Ave-Gainesville-FL-32606/42697655_zpid/,"$333,997 ","$349,900 ",32606,5 beds,,FL,10911 NW 14th Ave,3 baths,"3,218 sqft",(352) 332-3518 
Avon Park,http://www.zillow.com/homedetails/3627-E-Ramsey-Way-Avon-Park-FL-33825/121242892_zpid/,,"$21,000 ",33825,,,FL,3627 E Ramsey Way,,,(863) 399-3700 
New Smyrna Beach,http://www.zillow.com/homedetails/4870-S-Atlantic-Ave-APT-207-New-Smyrna-Beach-FL-32169/48095462_zpid/,"$142,618 ","$169,900 ",32169,2 beds,,FL,4870 S Atlantic Ave APT 207,2 baths,"1,000 sqft",(386) 690-2552 
North Port,http://www.zillow.com/homedetails/4236-Nahkoda-Ave-North-Port-FL-34286/47593089_zpid/,"$127,933 ","$145,000 ",34286,3 beds,,FL,4236 Nahkoda Ave,2 baths,"1,191 sqft",(941) 915-6513 
Jensen Beach,http://www.zillow.com/homedetails/1555-NE-Beacon-Dr-APT-1007-Jensen-Beach-FL-34957/45667808_zpid/,"$81,551 ","$89,500 ",34957,2 beds,,FL,1555 NE Beacon Dr APT 1007,1 bath,826 sqft,(772) 261-8072 
Malabar,http://www.zillow.com/homedetails/Linrose-Malabar-FL-32950/2100518378_zpid/,,"$55,000 ",32950,,,FL,Linrose,,,(321) 508-1695 
Chipley,http://www.zillow.com/homedetails/Quail-Ridge-Dr-Chipley-FL-32428/103587823_zpid/,,"$62,000 ",32428,,,FL,Quail Ridge Dr,,,
Keystone Heights,http://www.zillow.com/homedetails/7001-Ridge-Trail-Rd-Keystone-Heights-FL-32656/103086408_zpid/,,"$22,000 ",32656,,,FL,7001 Ridge Trail Rd,,,(321) 280-8033 
Bradenton,http://www.zillow.com/homedetails/3740-Pinebrook-Cir-APT-202-Bradenton-FL-34209/45759157_zpid/,"$132,219 ","$169,900 ",34209,2 beds,,FL,3740 Pinebrook Cir APT 202,2 baths,"1,370 sqft",(941) 713-5532 
Madeira Beach,http://www.zillow.com/homedetails/14014-N-Bayshore-Dr-Madeira-Beach-FL-33708/81401651_zpid/,"$289,830 ","$360,000 ",33708,3 beds,,FL,14014 N Bayshore Dr,1 bath,"1,200 sqft",(813) 382-2894 
St Augustine,http://www.zillow.com/homedetails/536-Fox-Holllow-Lane-St-Augustine-FL-32086/2100523149_zpid/,,"$186,000 ",32086,3 beds,,FL,536 Fox Holllow Lane,2 baths,"1,554 sqft",
Keystone Heights,http://www.zillow.com/homedetails/6799-Bedford-Lake-Rd-Keystone-Heights-FL-32656/103104173_zpid/,,"$7,000 ",32656,,,FL,6799 Bedford Lake Rd,,,(321) 280-8033 
New Port Richey,http://www.zillow.com/homedetails/9435-Ottawa-St-New-Port-Richey-FL-34654/46370211_zpid/,"$30,434 ","$29,500 ",34654,1 bed,,FL,9435 Ottawa St,1 bath,410 sqft,(843) 655-0839 
Stuart,http://www.zillow.com/homedetails/1269-SE-Fleming-Way-Stuart-FL-34997/82062483_zpid/,"$274,256 ","$299,900 ",34997,3 beds,,FL,1269 SE Fleming Way,2 baths,"2,189 sqft",(714) 609-7536 
Lutz,http://www.zillow.com/homedetails/4803-Scott-Rd-Lutz-FL-33558/51584975_zpid/,"$410,462 ","$439,700 ",33558,4 beds,,FL,4803 Scott Rd,3 baths,"3,200 sqft",(813) 963-2948 
Keystone Heights,http://www.zillow.com/homedetails/6330-Vassar-Dr-Keystone-Heights-FL-32656/103044660_zpid/,,"$15,000 ",32656,,,FL,6330 Vassar Dr,,,(321) 280-8033 
Pensacola,http://www.zillow.com/homedetails/7524-Dartmoor-Dr-Pensacola-FL-32514/44649185_zpid/,"$93,861 ","$99,995 ",32514,3 beds,,FL,7524 Dartmoor Dr,2 baths,"1,166 sqft",(850) 725-7700 
Largo,http://www.zillow.com/homedetails/1017-Nolan-Dr-Largo-FL-33770/46973058_zpid/,"$129,139 ","$187,500 ",33770,3 beds,,FL,1017 Nolan Dr,2 baths,"1,358 sqft",(727) 215-5800 
Hudson,http://www.zillow.com/homedetails/12709-5th-Isle-Hudson-FL-34667/46341415_zpid/,"$198,139 ","$229,500 ",34667,2 beds,,FL,12709 5th Isle,3 baths,"1,345 sqft",(407) 963-9105 
Saint Cloud,http://www.zillow.com/homedetails/6071-Hickory-Tree-Rd-Saint-Cloud-FL-34772/2103110460_zpid/,,"$4,800,000 ",34772,,,FL,6071 Hickory Tree Rd,,,
Jacksonville,http://www.zillow.com/homedetails/3640-Boone-Park-Ave-Jacksonville-FL-32205/44489309_zpid/,"$168,011 ","$200,000 ",32205,2 beds,,FL,3640 Boone Park Ave,1 bath,"1,125 sqft",
Keystone Heights,http://www.zillow.com/homedetails/5829-Bryce-St-Keystone-Heights-FL-32656/103119029_zpid/,,"$12,000 ",32656,,,FL,5829 Bryce St,,,(321) 280-8033 
Orange Park,http://www.zillow.com/homedetails/1460-Water-Pipit-Ln-Orange-Park-FL-32003/43691524_zpid/,"$227,484 ","$231,500 ",32003,3 beds,,FL,1460 Water Pipit Ln,2 baths,"1,798 sqft",(904) 881-2612 
Pensacola,http://www.zillow.com/homedetails/152-W-Burgess-Rd-Pensacola-FL-32503/44648308_zpid/,"$56,907 ","$36,000 ",32503,3 beds,,FL,152 W Burgess Rd,1 bath,"1,134 sqft",(850) 712-1684 
Keystone Heights,http://www.zillow.com/homedetails/7548-Los-Padres-Ave-Keystone-Heights-FL-32656/103167022_zpid/,,"$15,000 ",32656,,,FL,7548 Los Padres Ave,,,(321) 280-8033 
Obrien,http://www.zillow.com/homedetails/20261-89rd-Obrien-Obrien-FL-32071/2100531164_zpid/,"$109,333 ","$70,900 ",32071,2 beds,,FL,20261 89rd Obrien,1 bath,"1,020 sqft",(407) 367-8242 
Orlando,http://www.zillow.com/homedetails/6111-Cornelia-Ave-Orlando-FL-32807/46131437_zpid/,"$149,700 ","$230,000 ",32807,5 beds,,FL,6111 Cornelia Ave,2 baths,"2,400 sqft",(321) 501-4399 
Kissimmee,http://www.zillow.com/homedetails/2321-S-Cheryl-Ct-Kissimmee-FL-34744/46304970_zpid/,"$194,187 ","$298,000 ",34744,3 beds,,FL,2321 S Cheryl Ct,2 baths,"1,152 sqft",(407) 900-3579 
Keystone Heights,http://www.zillow.com/homedetails/5563-Coronado-St-Keystone-Heights-FL-32656/43680078_zpid/,,"$12,000 ",32656,,,FL,5563 Coronado St,,,(321) 280-8033 
Valrico,http://www.zillow.com/homedetails/2921-Hickory-Grove-Dr-Valrico-FL-33596/54783113_zpid/,"$217,292 ","$259,000 ",33596,3 beds,,FL,2921 Hickory Grove Dr,2 baths,"2,146 sqft",(813) 300-5538 
Palm Coast,http://www.zillow.com/homedetails/8-Collins-Ln-Palm-Coast-FL-32137/44729874_zpid/,"$107,032 ","$125,000 ",32137,2 beds,,FL,8 Collins Ln,#NAME?,"1,186 sqft",(386) 449-8416 
Tampa,http://www.zillow.com/homedetails/5018-Ashington-Landing-Dr-Tampa-FL-33647/60618061_zpid/,"$475,943 ","$539,900 ",33647,5 beds,,FL,5018 Ashington Landing Dr,3 baths,"3,300 sqft",(813) 412-4978 
Ormond Beach,http://www.zillow.com/homedetails/1118-Hansberry-Ct-Ormond-Beach-FL-32174/114457166_zpid/,"$172,778 ","$189,900 ",32174,3 beds,,FL,1118 Hansberry Ct,3 baths,"1,604 sqft",(386) 206-9003 
Merritt Island,http://www.zillow.com/homedetails/415-Oxford-Ave-Merritt-Island-FL-32953/43408872_zpid/,"$102,954 ","$125,000 ",32953,3 beds,,FL,415 Oxford Ave,2 baths,"1,817 sqft",(321) 978-5514 
Dunnellon,http://www.zillow.com/homedetails/20451-Powell-Rd-46-Dunnellon-FL-34431/2100529896_zpid/,"$58,056 ","$22,000 ",34431,2 beds,,FL,20451 Powell Rd ##46,2 baths,#NAME?,(585) 360-5601 
Tallahassee,http://www.zillow.com/homedetails/3404-Clifden-Dr-Tallahassee-FL-32309/45565080_zpid/,"$208,970 ","$229,900 ",32309,3 beds,,FL,3404 Clifden Dr,2 baths,"1,790 sqft",(850) 212-3576 
Land O Lakes,http://www.zillow.com/homedetails/17503-Hugh-Ln-Land-O-Lakes-FL-34638/70796020_zpid/,"$144,934 ","$159,900 ",34638,3 beds,,FL,17503 Hugh Ln,3 baths,"1,800 sqft",(813) 731-1411 
Wesley Chapel,http://www.zillow.com/homedetails/31612-Bearded-Oak-Dr-Wesley-Chapel-FL-33543/80415733_zpid/,"$346,571 ","$359,900 ",33543,5 beds,,FL,31612 Bearded Oak Dr,4 baths,"3,309 sqft",(813) 528-2022 
Ormond Beach,http://www.zillow.com/homedetails/7-Oak-Knoll-Way-Ormond-Beach-FL-32174/47960600_zpid/,"$509,886 ","$550,000 ",32174,5 beds,,FL,7 Oak Knoll Way,6 baths,"4,034 sqft",(309) 721-3350 
Largo,http://www.zillow.com/homedetails/11201-122nd-Ave-APT-176-Largo-FL-33778/47043777_zpid/,"$57,389 ","$55,000 ",33778,1 bed,,FL,11201 122nd Ave APT 176,1 bath,775 sqft,(727) 637-1547 
